gesprek_id,datum_id,gemeente_id,instroomtype_id,voltooid,match_getoond,duur_minuten,leefstijlscore_totaal,score_voeding,score_beweging,score_ontspanning,score_slaap,score_verbinding,score_middelen
1086,729,4,3,True,False,13,5.72,6.5,4.8,4.9,8.9,1.9,7.3
1087,1021,3,3,True,True,44,5.22,2.5,5.2,4.4,7.2,4.6,7.4
1088,951,3,1,True,True,24,5.3,5.7,5.7,1.3,5.4,5.1,8.6
1089,560,3,1,True,True,39,6.68,5.8,7.7,5.4,8.2,5.6,7.4
1090,980,4,2,False,False,10,,,,,,,
1091,121,5,2,False,False,7,,,,,,,
1092,136,2,1,True,True,11,4.63,5.2,2.1,5.9,5.4,6.6,2.6
1093,961,2,1,True,True,42,6.77,7.2,5.8,8.4,5.7,6.8,6.7
1094,1055,5,3,True,True,21,5.63,7.2,5.7,4.9,8.6,3.3,4.1
1095,905,2,1,True,True,27,6.32,6.9,5.7,6.8,8.2,5.8,4.5
1096,321,4,3,True,False,23,6.42,9.0,6.6,1.7,7.3,6.2,7.7
1097,627,3,4,True,False,30,6.12,6.4,7.0,5.2,4.6,5.6,7.9
1098,209,4,1,False,False,15,,,,,,,
1099,181,5,2,True,True,56,5.53,2.4,4.5,3.8,6.3,7.7,8.5
1100,738,4,5,False,False,10,,,,,,,
1101,506,5,2,True,True,32,6.98,6.2,6.3,7.9,5.3,7.6,8.6
1102,837,3,2,True,True,25,5.33,9.0,2.9,4.6,8.0,3.5,4.0
1103,444,4,4,True,True,23,4.57,2.8,1.9,5.7,6.1,4.0,6.9
1104,761,2,4,False,False,16,,,,,,,
1105,84,1,1,False,False,13,,,,,,,
1106,66,4,2,True,True,50,6.02,8.2,8.9,6.1,4.9,3.4,4.6
1107,686,1,1,True,True,36,4.72,6.4,4.9,6.4,3.1,3.2,4.3
1108,275,1,3,True,True,44,5.37,6.6,6.5,7.0,3.7,5.3,3.1
1109,454,3,3,True,True,30,5.62,3.9,7.7,6.6,6.7,5.2,3.6
1110,545,1,2,True,False,28,7.97,8.4,9.9,8.9,8.2,4.6,7.8
1111,897,3,2,True,False,25,6.5,6.8,4.4,9.5,6.1,7.3,4.9
1112,45,5,3,True,True,29,7.15,6.4,8.7,7.1,5.5,8.5,6.7
1113,5,1,5,True,False,25,5.43,7.8,6.8,3.7,7.0,1.8,5.5
1114,645,5,3,True,False,27,5.78,1.3,7.2,7.8,6.0,5.5,6.9
1115,949,4,1,True,True,22,5.1,3.4,5.3,5.0,4.8,8.5,3.6
1116,167,5,1,True,True,41,5.58,5.6,4.2,7.0,3.6,6.2,6.9
1117,360,5,3,True,False,27,5.82,7.1,7.2,5.4,4.0,3.5,7.7
1118,612,1,3,True,True,19,7.33,9.6,6.0,5.9,7.7,7.1,7.7
1119,613,3,2,False,False,7,,,,,,,
1120,965,4,1,True,True,23,4.48,8.0,1.8,5.1,5.6,4.4,2.0
1121,585,2,1,True,True,44,6.22,7.8,4.7,4.1,8.8,7.3,4.6
1122,527,3,1,True,True,34,5.88,7.3,6.0,3.9,5.7,8.4,4.0
1123,909,1,2,True,True,23,6.22,4.9,8.5,7.6,4.7,4.5,7.1
1124,693,4,1,True,False,27,6.55,7.6,7.6,8.8,3.6,5.2,6.5
1125,133,3,5,False,False,6,,,,,,,
1126,352,3,1,True,False,18,5.42,5.3,2.5,4.0,6.4,7.4,6.9
1127,620,4,3,True,True,24,5.0,5.8,5.5,1.6,6.8,7.7,2.6
1128,94,3,4,False,False,7,,,,,,,
1129,366,5,2,True,True,55,5.03,6.5,2.3,5.9,3.1,8.2,4.2
1130,197,4,3,True,True,22,6.03,6.4,6.5,8.7,6.8,3.8,4.0
1131,488,3,1,True,True,39,5.33,6.7,5.6,5.4,2.4,6.7,5.2
1132,743,5,1,True,False,43,7.22,9.2,7.6,8.6,8.4,4.3,5.2
1133,595,4,4,True,True,58,6.77,6.3,7.4,6.0,5.7,6.4,8.8
1134,31,2,4,True,True,39,6.78,6.0,7.2,8.7,8.6,6.7,3.5
1135,200,4,2,True,True,50,5.18,8.6,7.2,5.3,4.0,4.1,1.9
1136,729,1,4,True,True,21,5.37,6.0,5.6,6.2,5.6,7.0,1.8
1137,893,4,2,True,False,44,5.13,3.7,5.7,2.7,7.7,5.8,5.2
1138,721,4,3,True,False,24,4.95,8.2,7.4,2.7,1.6,3.1,6.7
1139,181,5,1,True,False,47,6.45,5.2,9.7,5.3,8.6,4.4,5.5
1140,856,3,3,True,False,29,6.22,3.9,8.8,3.8,8.5,5.7,6.6
1141,934,4,3,False,False,4,,,,,,,
1142,573,1,1,True,True,25,6.35,6.0,7.7,4.0,5.0,7.2,8.2
1143,370,1,1,True,False,34,5.58,7.0,6.4,5.8,4.1,3.6,6.6
1144,1036,3,3,True,False,48,8.42,7.6,9.5,8.4,8.0,9.4,7.6
1145,945,3,1,True,True,38,5.42,7.9,3.0,6.4,5.8,6.1,3.3
1146,187,2,3,True,True,36,6.53,5.7,6.1,8.9,3.9,8.8,5.8
1147,1057,4,2,True,False,43,4.57,2.7,3.8,9.0,3.7,3.8,4.4
1148,345,2,1,True,True,19,5.77,6.0,5.5,4.2,5.7,7.6,5.6
1149,273,1,2,True,False,22,4.47,5.3,3.3,4.5,3.0,5.6,5.1
1150,728,3,2,True,True,32,5.28,2.3,7.9,8.5,4.6,6.2,2.2
1151,620,5,1,True,True,18,5.67,5.6,5.3,5.4,8.3,7.6,1.8
1152,817,1,2,False,False,14,,,,,,,
1153,923,5,4,True,True,27,6.08,6.8,4.9,3.9,6.8,6.1,8.0
1154,693,1,2,False,False,16,,,,,,,
1155,724,2,2,True,True,27,4.57,4.8,3.1,4.2,2.5,8.4,4.4
1156,657,2,1,True,True,23,6.2,4.7,5.9,6.9,8.1,7.0,4.6
1157,615,2,1,False,False,12,,,,,,,
1158,45,2,2,True,False,52,6.25,6.5,8.0,6.5,3.7,6.7,6.1
1159,803,3,1,True,True,45,6.55,7.1,7.6,4.6,4.6,8.1,7.3
1160,64,2,1,True,True,26,6.03,2.0,7.2,6.1,5.5,7.1,8.3
1161,964,4,1,False,False,9,,,,,,,
1162,495,4,2,True,False,51,4.4,2.1,4.2,6.1,6.4,2.8,4.8
1163,657,1,3,True,True,31,5.33,4.3,3.0,6.5,6.4,5.5,6.3
1164,432,4,1,True,False,44,5.35,5.7,6.2,3.1,7.3,5.7,4.1
1165,484,4,1,True,True,42,5.73,3.9,4.8,8.0,7.0,6.7,4.0
1166,798,4,4,True,True,28,6.23,9.7,2.2,8.3,7.3,3.4,6.5
1167,147,3,1,True,True,22,6.45,9.6,6.5,4.1,4.0,7.3,7.2
1168,193,1,3,True,True,38,4.95,6.3,9.3,2.7,4.5,4.9,2.0
1169,504,5,2,False,False,14,,,,,,,
1170,21,1,1,True,True,28,6.32,5.7,5.9,3.5,7.9,6.6,8.3
1171,1083,3,1,True,True,19,5.08,3.4,6.1,5.9,4.2,5.9,5.0
1172,574,5,4,True,True,35,4.57,2.8,3.7,8.3,2.8,4.8,5.0
1173,547,5,2,False,False,16,,,,,,,
1174,797,1,5,False,False,6,,,,,,,
1175,530,1,3,True,True,32,6.87,3.7,8.1,7.0,6.0,7.4,9.0
1176,235,4,2,True,True,38,6.02,6.8,3.1,4.8,7.2,6.1,8.1
1177,391,4,1,True,True,33,5.87,5.8,4.7,4.4,6.2,9.4,4.7
1178,1057,4,2,True,True,28,5.85,5.8,4.8,6.1,7.8,2.1,8.5
1179,687,2,2,True,True,41,4.2,6.5,3.1,5.3,2.7,3.1,4.5
1180,720,4,3,True,True,29,5.75,3.5,5.9,6.8,2.9,6.7,8.7
1181,682,1,1,True,True,25,7.07,6.3,7.3,7.3,7.7,4.8,9.0
1182,198,2,5,True,True,16,5.9,4.5,6.0,6.5,5.9,8.5,4.0
1183,646,2,1,True,False,18,6.77,9.6,3.2,6.8,6.9,7.1,7.0
1184,994,4,2,False,False,15,,,,,,,
1185,970,2,4,True,True,25,5.9,5.4,6.9,6.1,5.2,5.7,6.1
1186,352,4,2,True,False,42,4.62,2.1,2.7,6.6,2.8,4.8,8.7
1187,157,3,2,True,False,35,5.87,7.3,3.4,6.5,6.2,4.0,7.8
1188,42,1,1,False,False,6,,,,,,,
1189,972,3,1,True,True,23,4.95,2.8,8.5,1.9,5.3,7.2,4.0
1190,173,5,1,True,True,33,6.3,6.7,3.8,7.5,7.1,5.5,7.2
1191,398,4,1,True,False,17,6.08,6.2,6.3,4.9,6.5,6.1,6.5
1192,394,2,2,True,False,44,6.82,5.8,5.9,5.6,7.3,9.1,7.2
1193,21,4,1,True,False,27,6.52,4.5,5.1,8.3,8.9,6.6,5.7
1194,648,3,2,True,True,40,6.23,8.5,5.7,6.5,6.1,6.3,4.3
1195,1059,2,2,True,False,27,5.88,4.3,7.5,6.2,8.9,3.1,5.3
1196,273,2,3,True,True,48,7.27,7.7,7.8,7.8,5.4,8.1,6.8
1197,727,5,4,True,True,34,6.42,7.4,6.5,4.4,6.0,7.3,6.9
1198,389,4,1,False,False,7,,,,,,,
1199,345,2,1,True,True,36,5.87,4.3,8.0,6.4,5.1,5.9,5.5
1200,260,5,1,True,True,21,6.73,7.4,8.1,6.8,4.8,5.1,8.2
1201,1032,4,5,True,False,36,5.37,3.5,6.2,3.5,5.2,8.6,5.2
1202,452,5,3,True,True,28,5.02,7.1,6.9,7.9,4.7,1.6,1.9
1203,937,2,1,True,True,18,6.28,7.4,5.5,6.6,6.6,5.3,6.3
1204,1076,4,4,True,True,34,4.65,4.5,2.0,8.4,5.3,5.0,2.7
1205,674,1,1,True,False,37,6.92,8.7,2.9,7.2,5.2,8.9,8.6
1206,976,1,4,True,True,50,6.4,7.5,8.4,5.7,5.2,9.4,2.2
1207,939,5,1,True,True,14,5.1,1.3,5.3,7.2,4.6,5.7,6.5
1208,931,1,1,True,True,37,6.67,4.3,7.6,7.2,8.0,4.1,8.8
1209,862,2,2,True,True,47,4.7,2.8,4.9,4.8,2.2,7.8,5.7
1210,257,1,5,True,False,20,6.08,6.3,7.2,5.7,2.8,6.9,7.6
1211,369,4,2,True,False,50,6.1,7.7,7.1,2.8,5.3,5.4,8.3
1212,489,5,2,True,False,29,5.72,6.9,5.8,3.2,8.0,3.8,6.6
1213,789,4,2,True,True,51,5.52,6.1,4.3,6.0,6.7,7.1,2.9
1214,50,3,3,False,False,16,,,,,,,
1215,674,1,2,True,False,32,6.23,8.0,6.7,5.3,6.7,6.0,4.7
1216,305,1,4,True,True,37,6.9,8.2,6.4,3.0,8.3,8.5,7.0
1217,140,1,1,True,False,22,6.03,7.1,6.5,5.5,4.9,7.4,4.8
1218,735,4,1,True,False,42,6.38,5.6,6.8,6.0,7.1,6.3,6.5
1219,904,4,3,True,True,19,5.73,7.8,8.9,2.7,6.2,3.9,4.9
1220,443,4,2,False,False,8,,,,,,,
1221,435,3,5,False,False,19,,,,,,,
1222,830,1,3,True,False,23,5.22,3.2,5.4,5.6,3.2,5.4,8.5
1223,104,4,4,True,False,15,5.78,5.2,7.7,7.3,7.6,3.5,3.4
1224,51,3,1,True,True,26,7.07,8.7,6.8,8.1,7.4,3.2,8.2
1225,644,5,4,True,True,20,6.18,6.9,5.7,6.2,6.1,4.5,7.7
1226,448,2,1,True,False,33,4.78,2.7,2.4,6.6,3.6,7.0,6.4
1227,561,5,3,True,True,22,4.82,3.1,2.1,7.3,4.6,8.3,3.5
1228,759,1,1,False,False,10,,,,,,,
1229,636,3,2,True,True,42,5.8,7.4,6.9,4.9,1.8,5.3,8.5
1230,253,3,2,True,True,56,6.28,8.3,5.3,6.5,5.5,2.9,9.2
1231,246,3,4,True,True,13,4.98,3.2,3.5,4.7,7.2,5.7,5.6
1232,927,4,4,True,True,25,6.68,5.8,6.3,8.2,5.4,6.7,7.7
1233,284,4,1,False,False,11,,,,,,,
1234,858,2,1,True,True,29,6.58,8.0,7.4,4.8,7.3,4.5,7.5
1235,876,3,1,False,False,11,,,,,,,
1236,323,5,2,True,True,37,5.28,3.7,4.3,5.1,3.9,8.3,6.4
1237,585,5,4,True,True,34,5.85,6.9,6.0,7.1,7.7,3.8,3.6
1238,393,1,2,False,False,6,,,,,,,
1239,415,2,1,True,True,46,8.03,6.2,9.9,9.0,7.8,6.4,8.9
1240,632,5,4,True,False,48,5.9,8.4,7.4,2.9,8.0,5.7,3.0
1241,671,2,2,True,False,15,4.12,3.6,2.2,6.9,6.7,3.0,2.3
1242,742,1,1,True,False,24,4.55,3.7,4.0,8.4,4.1,3.7,3.4
1243,466,1,2,True,True,57,5.42,5.4,5.2,3.4,2.3,8.0,8.2
1244,991,2,5,True,True,47,5.62,6.6,4.7,3.6,5.0,5.6,8.2
1245,336,2,4,False,False,13,,,,,,,
1246,861,4,1,True,True,35,5.33,4.0,4.8,5.7,6.1,3.3,8.1
1247,958,5,3,False,False,15,,,,,,,
1248,719,4,4,False,False,10,,,,,,,
1249,675,3,2,False,False,5,,,,,,,
1250,507,2,1,True,True,43,5.55,1.8,7.3,5.3,8.2,5.9,4.8
1251,176,5,1,True,False,32,5.1,4.0,8.1,3.0,1.8,5.6,8.1
1252,644,1,1,False,False,8,,,,,,,
1253,780,4,1,True,True,31,6.18,7.4,2.5,6.6,6.5,7.3,6.8
1254,614,5,1,True,False,35,4.7,5.6,3.3,6.0,3.6,6.9,2.8
1255,523,3,1,True,True,20,5.33,4.2,3.5,6.4,2.5,8.4,7.0
1256,347,3,4,True,False,20,4.02,7.0,2.6,3.1,3.3,5.3,2.8
1257,649,5,1,True,True,16,5.13,5.1,4.6,6.7,5.5,5.2,3.7
1258,628,3,4,True,True,28,7.18,6.1,8.1,5.4,8.1,8.1,7.3
1259,952,5,2,True,False,50,6.07,7.0,4.0,6.6,8.6,8.1,2.1
1260,963,5,1,True,True,26,5.15,4.4,4.7,7.3,5.6,1.9,7.0
1261,394,3,1,True,True,22,3.7,4.7,4.1,1.6,5.4,4.4,2.0
1262,986,3,1,True,True,31,5.33,5.6,6.6,5.5,5.3,5.6,3.4
1263,302,1,1,True,True,22,6.03,8.6,7.6,6.8,5.8,2.4,5.0
1264,1039,4,2,True,True,33,5.32,3.6,2.9,5.3,8.2,9.6,2.3
1265,303,4,1,False,False,11,,,,,,,
1266,563,1,1,True,True,18,5.48,7.1,3.3,5.4,4.1,6.3,6.7
1267,350,4,1,False,False,14,,,,,,,
1268,1007,2,4,True,True,33,5.6,5.7,8.1,6.5,4.3,5.2,3.8
1269,1005,3,3,True,False,26,5.65,6.9,2.5,6.1,7.9,4.0,6.5
1270,418,1,4,True,False,20,7.0,9.5,5.6,5.6,6.0,6.5,8.8
1271,875,5,3,True,True,30,6.98,3.4,9.1,6.9,7.6,8.0,6.9
1272,808,4,3,True,True,39,4.65,6.9,5.4,1.8,5.4,1.9,6.5
1273,268,4,1,True,True,18,7.02,7.0,8.4,6.9,7.0,6.4,6.4
1274,975,1,2,True,True,19,5.6,4.9,4.0,7.3,3.3,7.4,6.7
1275,695,3,5,True,True,25,5.42,6.1,5.2,6.4,7.0,3.0,4.8
1276,204,1,1,True,True,30,6.37,7.1,6.4,7.5,2.8,6.5,7.9
1277,185,2,1,True,True,31,6.78,7.3,9.3,5.6,7.3,3.0,8.2
1278,23,5,5,True,False,26,6.37,7.8,3.9,6.3,8.4,2.7,9.1
1279,762,4,1,False,False,16,,,,,,,
1280,402,3,1,False,False,6,,,,,,,
1281,675,2,2,True,False,16,6.05,7.1,3.0,3.1,7.9,7.1,8.1
1282,954,3,2,True,True,32,5.0,7.8,6.7,7.2,3.8,2.2,2.3
1283,482,4,1,True,False,39,6.57,9.0,7.5,6.7,6.8,5.0,4.4
1284,616,5,5,True,True,39,6.38,5.4,7.4,9.0,3.8,5.9,6.8
1285,891,2,2,True,False,41,7.57,7.9,6.9,7.0,7.6,7.0,9.0
1286,484,1,3,False,False,12,,,,,,,
1287,947,4,2,True,True,54,5.78,7.7,3.6,2.7,6.6,8.4,5.7
1288,174,1,1,True,True,45,5.6,9.1,5.2,4.5,2.6,5.3,6.9
1289,694,4,5,True,True,47,4.9,6.1,6.7,3.3,7.0,3.8,2.5
1290,690,3,1,False,False,10,,,,,,,
1291,974,2,1,True,True,47,6.92,6.0,4.6,6.9,6.3,9.7,8.0
1292,439,4,1,True,False,42,6.02,8.3,4.6,4.7,9.0,2.9,6.6
1293,165,5,3,True,True,27,4.72,3.2,8.2,2.7,3.6,6.5,4.1
1294,359,4,1,True,True,23,6.65,7.2,3.6,7.7,5.9,7.5,8.0
1295,1033,1,3,True,False,34,4.48,5.9,4.7,5.5,2.1,2.1,6.6
1296,165,4,2,True,True,31,4.62,6.2,5.0,2.7,6.1,1.3,6.4
1297,431,1,2,True,False,27,5.75,6.0,3.5,3.7,7.8,4.8,8.7
1298,424,5,1,False,False,6,,,,,,,
1299,834,3,2,True,True,50,6.93,7.6,8.4,8.3,6.3,5.7,5.3
1300,608,3,5,True,True,42,6.48,7.4,9.5,4.7,5.0,6.9,5.4
1301,989,1,2,True,True,35,5.92,4.4,6.9,5.9,6.6,6.2,5.5
1302,518,3,2,True,True,57,5.4,5.0,7.1,2.7,8.1,6.6,2.9
1303,422,1,1,True,False,44,6.88,5.5,9.8,7.5,6.0,4.8,7.7
1304,1040,4,5,True,True,49,5.02,5.6,6.9,6.0,3.0,4.1,4.5
1305,609,3,1,True,False,14,5.93,5.4,7.4,3.8,7.1,5.9,6.0
1306,1070,2,2,True,False,40,4.77,3.1,2.5,4.2,8.9,6.3,3.6
1307,234,4,4,True,True,17,6.72,5.9,6.4,7.4,4.6,8.0,8.0
1308,120,2,5,False,False,10,,,,,,,
1309,45,5,2,True,True,39,5.88,8.4,4.0,6.0,7.2,6.3,3.4
1310,701,5,1,True,False,23,4.87,5.8,6.2,2.1,7.3,4.8,3.0
1311,609,5,5,False,False,2,,,,,,,
1312,750,4,3,True,False,54,4.97,2.9,2.9,9.9,1.8,7.2,5.1
1313,595,1,1,True,False,24,5.48,5.3,5.7,4.8,7.7,3.6,5.8
1314,169,4,2,True,True,17,5.98,4.6,6.5,3.7,7.7,6.7,6.7
1315,924,1,1,True,False,32,5.27,7.3,6.1,4.1,4.9,4.4,4.8
1316,1011,2,1,True,False,26,6.2,5.3,5.1,4.0,6.6,8.9,7.3
1317,861,3,1,False,False,7,,,,,,,
1318,268,3,3,False,False,3,,,,,,,
1319,114,2,1,True,True,30,5.93,1.9,4.8,9.3,7.3,4.0,8.3
1320,543,5,5,False,False,15,,,,,,,
1321,94,2,1,True,True,37,5.23,7.5,5.8,4.7,6.0,4.7,2.7
1322,1055,2,2,True,True,23,5.52,4.7,5.8,8.0,5.3,5.6,3.7
1323,166,2,3,True,True,41,4.32,5.4,2.9,3.7,3.8,7.0,3.1
1324,965,5,2,True,False,33,6.23,7.7,5.8,8.2,3.3,6.5,5.9
1325,962,4,2,False,False,9,,,,,,,
1326,495,2,2,True,True,40,5.05,1.7,3.1,5.3,6.0,7.8,6.4
1327,1039,3,3,True,True,15,6.83,5.7,6.8,7.0,5.6,7.4,8.5
1328,871,5,2,True,True,19,5.7,5.5,7.2,9.0,3.9,2.6,6.0
1329,723,2,2,True,True,51,5.8,4.8,5.1,6.3,5.4,7.9,5.3
1330,726,4,5,True,False,35,5.35,6.2,4.7,6.2,7.0,3.6,4.4
1331,271,3,1,False,False,5,,,,,,,
1332,116,5,3,False,False,9,,,,,,,
1333,1016,1,3,True,False,19,6.65,3.7,5.7,6.3,8.9,8.8,6.5
1334,478,2,1,True,True,53,6.1,8.9,2.7,9.6,3.5,7.2,4.7
1335,609,3,2,True,True,45,7.0,7.8,8.3,6.4,7.7,6.1,5.7
1336,497,5,1,True,True,28,6.12,6.6,4.4,7.6,7.4,6.7,4.0
1337,424,2,1,False,False,14,,,,,,,
1338,1050,2,2,False,False,11,,,,,,,
1339,95,5,1,True,True,23,6.35,6.9,8.4,4.1,6.2,6.1,6.4
1340,578,2,2,True,True,21,6.3,8.8,7.4,6.5,9.4,2.6,3.1
1341,554,4,1,True,True,17,5.13,4.1,8.1,5.5,3.4,6.8,2.9
1342,891,1,5,True,False,23,5.1,4.7,2.8,6.7,8.5,3.2,4.7
1343,350,5,1,True,True,28,4.82,3.7,4.8,6.9,3.0,4.7,5.8
1344,722,4,1,True,True,32,5.62,7.5,5.4,9.1,2.4,2.6,6.7
1345,908,3,1,True,False,43,6.13,5.2,6.6,7.4,4.9,7.8,4.9
1346,440,1,4,True,True,22,6.07,3.1,6.7,4.4,7.4,8.1,6.7
1347,661,4,3,True,True,16,6.45,6.3,7.2,5.5,8.8,6.6,4.3
1348,39,1,2,True,True,24,6.6,6.4,7.6,9.1,7.7,4.9,3.9
1349,974,4,1,True,True,20,5.62,7.0,6.5,1.6,6.3,4.9,7.4
1350,554,3,1,True,True,23,5.6,5.5,4.9,4.1,4.3,6.7,8.1
1351,992,1,5,True,False,23,5.97,6.1,2.2,7.9,8.5,6.7,4.4
1352,67,4,4,True,False,20,7.0,6.1,6.0,7.6,7.6,8.9,5.8
1353,888,5,4,True,True,26,5.57,3.4,6.3,4.5,5.5,9.4,4.3
1354,549,3,4,True,True,21,6.72,9.7,4.7,5.3,7.6,7.1,5.9
1355,168,5,3,True,False,28,5.5,4.7,5.4,6.2,7.2,6.6,2.9
1356,769,2,3,True,True,11,6.23,6.4,3.5,5.8,5.0,9.4,7.3
1357,141,4,2,True,True,54,5.72,4.4,6.7,7.4,5.8,5.9,4.1
1358,780,1,4,False,False,9,,,,,,,
1359,847,2,1,True,False,34,5.48,6.4,6.8,5.2,6.2,4.0,4.3
1360,245,2,5,False,False,11,,,,,,,
1361,223,1,3,False,False,11,,,,,,,
1362,221,1,1,True,True,47,7.63,5.6,9.0,8.1,8.7,7.5,6.9
1363,765,1,2,True,True,32,5.87,6.2,6.5,6.1,2.2,6.5,7.7
1364,706,2,1,True,False,39,5.57,5.9,4.0,7.4,3.7,7.2,5.2
1365,413,4,4,True,False,51,4.45,6.8,3.9,2.1,2.8,6.4,4.7
1366,166,1,1,True,True,41,6.98,6.6,4.8,9.0,7.7,7.1,6.7
1367,371,3,1,True,True,30,5.67,7.0,5.6,7.2,6.9,1.5,5.8
1368,753,2,4,True,True,26,5.8,5.2,5.7,6.3,7.6,6.5,3.5
1369,289,5,2,True,True,34,5.1,2.8,4.3,5.1,4.7,6.4,7.3
1370,990,1,2,True,True,25,5.93,3.4,5.3,9.0,8.7,6.3,2.9
1371,327,3,2,True,True,26,6.05,3.6,6.1,6.6,9.3,5.7,5.0
1372,656,2,2,True,False,26,5.67,6.5,6.5,5.1,8.5,3.2,4.2
1373,297,5,2,True,True,26,6.13,7.7,4.5,8.1,5.2,3.6,7.7
1374,1028,2,5,True,True,39,5.3,5.3,4.0,4.7,2.2,8.8,6.8
1375,875,2,2,True,True,18,6.02,4.8,6.0,5.9,5.9,6.7,6.8
1376,744,4,2,True,True,14,6.57,6.7,7.0,2.6,8.2,9.0,5.9
1377,122,3,1,True,True,28,5.62,3.0,6.7,3.2,6.5,8.4,5.9
1378,747,2,1,False,False,13,,,,,,,
1379,579,2,1,True,False,27,4.62,6.6,3.5,4.0,3.4,5.8,4.4
1380,285,1,2,True,False,38,4.93,3.9,4.6,4.0,6.4,1.8,8.9
1381,290,4,2,True,True,22,4.28,4.2,1.6,7.3,5.0,1.5,6.1
1382,815,5,2,True,True,38,5.42,7.0,6.3,6.3,5.2,3.2,4.5
1383,559,5,1,False,False,9,,,,,,,
1384,61,3,3,True,True,31,4.98,2.9,3.8,7.4,5.8,2.5,7.5
1385,87,4,5,False,False,10,,,,,,,
1386,594,1,5,True,True,31,6.22,4.9,7.7,4.8,4.7,6.1,9.1
1387,57,3,4,True,True,24,4.82,1.7,4.5,5.0,6.2,6.0,5.5
1388,479,2,1,True,True,35,6.38,5.4,5.9,7.1,6.5,4.7,8.7
1389,60,5,3,True,True,19,3.58,1.1,2.3,4.8,3.3,3.7,6.3
1390,458,4,1,True,True,48,6.8,8.2,3.8,9.6,5.6,6.3,7.3
1391,313,4,2,True,True,52,5.03,5.6,2.1,4.3,7.8,5.0,5.4
1392,784,3,1,True,True,29,3.92,1.3,6.9,4.9,2.0,3.6,4.8
1393,328,4,1,True,True,29,5.62,6.9,5.0,4.2,7.7,3.1,6.8
1394,91,5,1,True,True,29,6.68,6.3,7.9,5.5,7.6,5.7,7.1
1395,1052,2,1,True,False,20,4.77,5.8,2.2,3.4,3.6,6.1,7.5
1396,302,2,5,False,False,5,,,,,,,
1397,975,1,2,True,True,59,7.07,7.3,6.4,8.0,7.5,6.4,6.8
1398,169,4,1,True,True,26,5.13,6.4,2.8,5.7,5.6,5.6,4.7
1399,85,1,2,True,True,44,5.52,5.4,7.5,1.9,6.1,6.4,5.8
1400,1043,1,1,True,False,37,6.68,7.9,7.1,7.4,6.3,5.8,5.6
1401,65,4,1,True,True,30,5.83,6.0,6.1,5.1,6.0,7.4,4.4
1402,92,5,1,True,True,46,6.85,8.4,5.0,8.5,6.2,5.0,8.0
1403,229,3,5,True,True,46,5.23,4.4,6.0,7.9,6.0,2.3,4.8
1404,968,4,1,True,False,24,5.08,3.6,5.2,5.1,5.2,7.3,4.1
1405,388,2,4,False,False,7,,,,,,,
1406,926,4,1,True,True,33,6.78,8.5,6.0,5.4,6.6,7.2,7.0
1407,430,4,3,True,True,42,6.13,4.4,7.8,5.8,4.8,5.4,8.6
1408,896,4,1,False,False,13,,,,,,,
1409,359,4,3,True,False,11,5.97,4.5,5.7,7.3,4.9,5.5,7.9
1410,793,3,1,True,True,38,4.5,1.2,4.4,5.0,7.6,3.8,5.0
1411,1072,5,1,True,True,47,4.88,2.2,2.4,6.4,8.8,3.0,6.5
1412,642,5,5,True,True,39,4.12,3.0,7.5,3.1,5.4,1.3,4.4
1413,424,4,1,True,False,16,6.4,1.6,6.8,7.9,8.3,7.6,6.2
1414,374,3,1,True,True,27,5.65,6.8,6.3,4.8,5.0,9.4,1.6
1415,506,1,4,True,True,23,5.28,7.2,5.5,6.6,2.3,5.1,5.0
1416,1012,1,2,True,True,34,5.98,8.0,5.6,5.8,6.5,4.5,5.5
1417,897,4,4,True,True,22,6.32,6.9,9.6,5.2,4.0,4.3,7.9
1418,1090,2,5,True,True,15,7.3,7.2,8.0,4.5,8.2,7.3,8.6
1419,525,1,1,True,True,22,5.58,6.3,4.3,8.2,8.3,2.8,3.6
1420,469,3,4,False,False,17,,,,,,,
1421,164,3,3,True,True,21,6.33,4.7,8.3,5.0,7.2,5.4,7.4
1422,208,2,1,True,True,17,4.75,6.3,3.5,7.3,1.6,4.6,5.2
1423,255,4,3,True,True,42,5.57,4.6,9.3,4.0,5.7,3.3,6.5
1424,292,4,5,True,True,34,6.02,6.9,7.5,8.8,4.4,1.8,6.7
1425,336,2,1,True,True,49,5.97,6.1,7.0,5.0,6.4,6.1,5.2
1426,612,2,3,True,True,27,5.78,3.8,6.1,8.8,7.2,3.6,5.2
1427,866,3,1,True,True,25,5.57,7.5,3.5,8.3,4.2,6.7,3.2
1428,423,1,3,True,False,31,6.18,7.0,7.0,3.6,4.3,7.8,7.4
1429,1084,3,4,True,True,29,6.47,6.3,7.2,4.8,9.4,7.7,3.4
1430,487,3,5,True,True,12,6.57,2.8,7.5,7.6,8.2,6.7,6.6
1431,974,1,1,True,False,28,5.93,3.2,6.7,6.2,7.5,8.1,3.9
1432,345,4,2,True,False,27,6.3,4.8,8.1,7.3,3.6,5.9,8.1
1433,908,1,1,False,False,17,,,,,,,
1434,915,5,2,True,False,28,4.02,1.7,5.8,3.2,6.1,2.1,5.2
1435,691,5,1,True,True,33,7.22,7.1,7.1,7.6,8.5,5.5,7.5
1436,658,5,1,True,False,49,6.23,7.0,7.0,5.8,5.8,4.6,7.2
1437,711,3,3,False,False,10,,,,,,,
1438,640,5,1,False,False,7,,,,,,,
